Timestamp,Angle_Destination,Distance_Max,Obstacle_Proche_Dist,Obstacle_Loin_Dist
12:51:46.392,286.7,2475.25,910.0,2475.25,N/A
12:51:46.510,58.8,3725.75,783.0,3725.75,N/A
12:51:46.639,287.1,2480.5,750.5,2480.5,N/A
12:51:46.757,60.5,3718.5,734.0,3718.5,N/A
12:51:46.887,270.6,2733.75,780.0,2733.75,N/A
12:51:47.005,61.9,3739.0,686.5,3739.0,N/A
12:51:47.135,274.4,2525.25,652.75,2525.25,N/A
12:51:47.254,63.5,3758.5,646.5,3758.5,N/A
12:51:47.382,291.1,1109.75,592.25,1109.75,N/A
12:51:47.500,64.1,3622.0,494.75,3622.0,N/A
12:51:47.630,271.6,2563.0,461.75,2563.0,N/A
12:51:47.765,65.6,3643.75,461.0,3643.75,N/A
12:51:47.876,314.5,619.5,527.75,619.5,N/A
12:51:47.994,66.8,3381.25,417.0,3381.25,N/A
12:51:48.123,285.5,966.5,444.0,966.5,N/A
12:51:48.241,67.6,3257.75,449.0,3257.75,N/A
12:51:48.370,278.3,1079.0,406.25,1079.0,N/A
12:51:48.488,64.3,1864.75,387.75,1864.75,N/A
12:51:48.616,290.9,594.75,317.5,594.75,N/A
12:51:48.735,66.8,1828.75,258.0,1828.75,N/A
12:51:48.863,285.8,567.0,282.0,567.0,N/A
12:51:48.982,0.0,0,86,159.25,1780.0
12:51:49.030,0.0,0,86,147.0,1753.5
12:51:49.110,69.6,1745.0,215.5,1745.0,N/A
12:51:49.232,68.9,1743.25,230.25,1743.25,N/A
12:51:49.363,354.7,360.25,238.0,360.25,N/A
12:51:49.487,78.8,3997.5,360.0,3997.5,N/A
12:51:49.615,0.0,0,86,159.0,1020.0
12:51:49.697,0.0,0,86,174.0,3970.25
12:51:49.779,47.5,3885.0,444.75,3885.0,N/A
12:51:49.898,12.2,3998.25,444.0,3998.25,N/A
12:51:50.027,353.8,1106.0,443.25,1106.0,N/A
12:51:50.157,11.8,3943.25,444.0,3943.25,N/A
12:51:50.273,353.5,1108.5,449.25,1108.5,N/A
12:51:50.408,11.4,3928.0,443.0,3928.0,N/A
12:51:50.521,353.5,1108.25,464.75,1108.25,N/A
12:51:50.639,46.6,3984.25,441.5,3984.25,N/A
12:51:50.770,354.0,1119.75,439.75,1119.75,N/A
12:51:50.889,46.4,3973.75,443.25,3973.75,N/A
12:51:51.020,353.7,1169.75,446.0,1169.75,N/A
12:51:51.137,45.5,3917.25,450.25,3917.25,N/A
12:51:51.267,353.4,1252.25,454.0,1252.25,N/A
12:51:51.385,43.5,3947.5,459.5,3947.5,N/A
12:51:51.516,352.2,1290.25,463.25,1290.25,N/A
12:51:51.634,41.8,3940.0,470.25,3940.0,N/A
12:51:51.766,347.6,1208.75,478.0,1208.75,N/A
12:51:51.884,40.0,3887.75,485.5,3887.75,N/A
12:51:52.015,353.9,1845.5,493.0,1845.5,N/A
12:51:52.134,37.3,3994.25,500.75,3994.25,N/A
12:51:52.263,353.3,2014.75,510.0,2014.75,N/A
12:51:52.382,36.1,3885.25,519.5,3885.25,N/A
12:51:52.514,353.0,2356.0,530.0,2356.0,N/A
12:51:52.632,34.9,3787.75,539.25,3787.75,N/A
12:51:52.763,352.6,2684.0,551.0,2684.0,N/A
12:51:52.896,33.4,3707.0,561.5,3707.0,N/A
12:51:53.011,353.4,3363.5,626.75,3363.5,N/A
12:51:53.137,27.5,3914.25,585.75,3914.25,N/A
12:51:53.261,352.8,3303.5,598.25,3303.5,N/A
12:51:53.379,26.6,3822.0,604.0,3822.0,N/A
12:51:53.510,350.2,3198.0,616.0,3198.0,N/A
12:51:53.628,26.8,3778.0,623.0,3778.0,N/A
12:51:53.759,350.7,3119.5,634.5,3119.5,N/A
12:51:53.878,31.7,3460.25,642.5,3460.25,N/A
12:51:54.008,341.1,1946.25,654.5,1946.25,N/A
12:51:54.127,27.2,3899.75,668.5,3899.75,N/A
12:51:54.257,345.8,2897.75,685.0,2897.75,N/A
12:51:54.376,30.3,3313.25,694.5,3313.25,N/A
12:51:54.506,345.7,2910.25,708.25,2910.25,N/A
12:51:54.625,33.4,2990.25,722.75,2990.25,N/A
12:51:54.755,327.1,1468.0,668.5,1468.0,N/A
12:51:54.874,26.3,3136.75,760.25,3136.75,N/A
12:51:55.003,344.7,3594.75,672.5,3594.75,N/A
12:51:55.121,344.8,3703.5,784.25,3703.5,N/A
12:51:55.252,340.1,2622.25,673.75,2622.25,N/A
12:51:55.371,346.0,3867.25,680.0,3867.25,N/A
12:51:55.500,347.1,3953.5,683.0,3953.5,N/A
12:51:55.618,347.5,3970.75,689.5,3970.75,N/A
12:51:55.749,347.8,3829.75,701.25,3829.75,N/A
12:51:55.868,24.5,3859.25,711.0,3859.25,N/A
12:51:55.997,348.0,3696.25,850.0,3696.25,N/A
12:51:56.117,24.7,3951.5,862.75,3951.5,N/A
12:51:56.246,348.2,3786.75,874.75,3786.75,N/A
12:51:56.367,24.9,3887.0,882.75,3887.0,N/A
12:51:56.495,348.0,3770.75,892.0,3770.75,N/A
12:51:56.614,24.8,3875.75,902.25,3875.75,N/A
12:51:56.744,348.4,3868.0,914.0,3868.0,N/A
12:51:56.864,25.1,3822.25,922.25,3822.25,N/A
12:51:56.995,348.3,3897.5,935.0,3897.5,N/A
12:51:57.116,23.9,3980.75,940.75,3980.75,N/A
12:51:57.241,348.5,3957.75,954.25,3957.75,N/A
12:51:57.361,24.1,3944.25,960.75,3944.25,N/A
12:51:57.489,347.8,3789.25,970.25,3789.25,N/A
12:51:57.607,348.1,3894.25,979.0,3894.25,N/A
12:51:57.738,348.1,3832.25,990.0,3832.25,N/A
12:51:57.861,348.5,3887.0,992.5,3887.0,N/A
12:51:57.986,349.4,3996.0,1001.25,3996.0,N/A
12:51:58.104,25.1,3900.25,1004.75,3900.25,N/A
12:51:58.236,349.3,3850.5,1013.75,3850.5,N/A
12:51:58.484,349.4,3874.25,1029.75,3874.25,N/A
12:51:58.633,25.0,3990.0,1032.25,3990.0,N/A
12:51:58.814,349.5,3875.5,1049.0,3875.5,N/A
12:51:58.932,25.2,3976.25,1052.25,3976.25,N/A
12:51:59.063,348.8,3775.5,1060.25,3775.5,N/A
12:51:59.182,23.3,3898.75,1066.0,3898.75,N/A
12:51:59.313,350.5,3752.75,1074.0,3752.75,N/A
12:53:48.137,26.2,3711.0,1078.25,3711.0,N/A
